French,English
Sandbox Premium,Premium Sandbox
Score définitif,Final score
Score: ${score},
Serveur partagé,Shared server
Service Qualité,Quality Department
Service associé,Related service
Services actifs,Active services
Seuil critique:,Critical threshold:
Seuil d'alerte:,Alert threshold:
Seuils d'alerte,Alert thresholds
Seuils gravité:,Severity thresholds:
Statut actuel :,Current status:
Sélectionner...,Select...
Sélectionnez...,Select...
Tableau de Bord,Dashboard
Tableau de bord,Dashboard
Taux d'activité,Activity rate
Temps d'analyse,Analysis time
Total d'actions,Total shares
Tous les audits,All audits
Tout désactiver,Disable all
Tout mon client,All my client
Tutoriels vidéo,Video tutorials
Type d'analyse:,Analysis type:
Type de Matrice,Matrix Type
Type de fichier,File type
Type de risque:,Type of risk:
Type de serveur,Server type
Types de listes,Types of lists
Téléchargements,Downloads
Unité de mesure,Unit of measurement
Upload Multiple,
VEILLES ACTIVES,ACTIVE WATCHES
Valeur actuelle,Current value
Valeur maximale,Maximum value
Valeur minimale,Minimum value
Veilles Actives,Active Watches
Voir le rapport,View the report
Voir les audits,View audits
Vue Personnelle,Personal View
Vue par période,View by period
Vue plein écran,Full screen view
audits en cours,ongoing audits
ex: jean.dupont,
glisser-déposer,drag and drop
Échéance proche,Nearing deadline
${data.nb_liens},${data.nb_links}
${data.username},
${notif.message},
1 - Négligeable:,1 - Negligible:
2. Planification,2. Planning
50GB de stockage,50GB of storage
Action immédiate,Immediate action
Actions Limitées,Limited Shares
Actions en cours,Current actions
Actions rapides:,Quick Actions:
Afficher détails,Show details
Ajouter l'action,Add action
Ajouter un champ,Add a field
Après création :,After creation:
Archiver l'audit,Archive the audit
Audits planifiés,Planned audits
Bonnes Pratiques,Good Practices
Bonnes pratiques,Best practices
Champs de risque,Risk fields
Changer le thème,Change the theme
Connexion Rapide,Quick Connection
Connexions total,Total connections
Contrôle Interne,Internal Control
Corriger mapping,Correct mapping
Critique (17-25),Review (17-25)
Critères d'audit,Audit criteria
Création d'audit,Audit Creation
Créer le Service,Create the Service
Date Application,
Date d'archivage,Archive date
Date de mesure *,Measurement date *
Date fin prévue:,Expected end date:
Date fin réelle:,Actual end date:
Dernière mesure:,Last measurement:
Dernière réponse,Last reply
Dernière semaine,Last week
Dernière valeur:,Last value:
Diagramme visuel,Visual diagram
DÉMO INTERACTIVE,INTERACTIVE DEMO
Démarrage Rapide,Quick Start
Démarrage rapide,Quick start
Démo interactive,Interactive demo
Détails du champ,Field details
Email de contact,Contact email
Ex : Jean Dupont,Ex: Jean Dupont
Export PDF/Excel,PDF/Excel export
Exporter Matrice,Export Matrix
Exporter l'image,Export image
Fiches de risque,Risk sheets
Filtres Archives,Filters Archives
Filtres d'export,Export filters
Filtres rapides:,Quick filters:
Formule active :,Active formula:
Formule actuelle,Current formula
Gestion fichiers,File management
Grouper par date,Group by date
Générer l'export,Generate the export
Gérer les audits,Manage audits
Impact Potentiel,Potential Impact
Indicateurs Clés,Key Indicators
Limite formule :,Limit formula:
Liste déroulante,Drop-down list
Machine Learning,
Marquer comme lu,Mark as read
Max utilisateurs,Max users
Membres Externes,External Members
Membres Internes,Internal Members
Mentions légales,Legal notices
Modifier l'audit,Edit audit
Module restreint,Restricted module
Modules inclus :,Modules included:
NIVEAU DE RISQUE,RISK LEVEL
Nettoyer anciens,Clean old
Niveau d'urgence,Emergency level
Niveau de Risque,Risk Level
Niveau de détail,Level of detail
Niveau de risque,Risk level
Nouveau Template,New Template
Nouveau template,New template
Nouveaux Membres,New Members
Nouvelle analyse,New analysis
Nouvelle formule,New formula
Options d'export,Export Options
Options d'import,Import options
Page non trouvée,Page not found
"Parfait, merci !","Perfect, thank you!"
Plus de 30 jours,More than 30 days
Position Matrice,Position Matrix
Première réponse,First response
Processus métier,Business process
Prévisualisation,Preview
Rapport Détaillé,Detailed Report
Rapports d'Audit,Audit Reports
Rapports d'audit,Audit reports
Retour au détail,Back to detail
Retour au profil,Back to profile
Retour au risque,Return to risk
Retour à l'audit,Back to audit
Risque à évaluer,Risk to assess
Risques Archivés,Archived Risks
Risques Associés,Associated Risks
Risques actifs :,Active risks:
Risques archivés,Archived risks
Risques associés,Associated risks
Réponses totales,Total responses
Super Admin View,
Sélection unique,Single selection
Tendance Globale,Global Trend
Titre de l'audit,Audit title
Tokens utilisés:,Tokens used:
Tous les clients,All customers
Tous les impacts,All impacts
Tous les niveaux,All levels
Tous les risques,All risks
Tous les statuts,All statuses
Tout télécharger,Download all
Toutes les dates,All dates
Type de question,Question type
Unité de mesure:,Unit of measurement:
Utilisateurs max,Max users
Visualisation 3D,3D visualization
Voir les détails,See details
Voir les preuves,See the evidence
Voir les risques,See the risks
Voir sur matrice,View on matrix
Vos audits créés,Your audits created
Vos informations,Your information
donnera le lien:,will give the link:
ex: jean.manager,
Échelle d'Impact,Impact Scale
Éditer l'Élément,Edit Element
Évaluateur final,Final evaluator
↲ Pré-évaluation,↲ Pre-assessment
${data.reference},
+33 1 23 45 67 89,
+33 7 52 71 77 01,
14 jours gratuits,14 days free
API d'intégration,Integration API
Actions Archivées,Archived Actions
Actions en Retard,Delayed Actions
Actions en retard,Late actions
Actions rapides :,Quick actions:
Actions terminées,Actions completed
Administrateurs :,Administrators:
Ajouter un risque,Add risk
Analyse du Risque,Risk Analysis
Analyses d'impact,Impact analyzes
Aperçu du rapport,Report Overview
Aucun KRI archivé,No KRIs archived
Aucun super admin,No super admin
Aucun utilisateur,No users
Audit Intelligent,Smart Audit
Audit transversal,Transversal audit
Audits Programmés,Scheduled Audits
Audits programmés,Scheduled audits
CARTE DES RISQUES,RISK MAP
Changer le statut,Change status
Choisir un client,Choose a customer
Commencer l'essai,Start the trial
Commentaire Final,Final Comment
Conformité légale,Legal compliance
Constatation liée,Related finding
Contacter l'admin,Contact admin
Corriger filtrage,Correct filtering
Créer la campagne,Create the campaign
Créer la première,Create the first
Créer un template,Create a template
Créer une formule,Create a formula
Date application:,Application date:
Date d'échéance *,Due date *
Date génération :,Generation date:
Date publication:,Publication date:
Dates de validité,Validity dates
Demander une Démo,Request a Demo
Demander une démo,Request a demo
Dernière activité,Last activity
Dernières veilles,Last watches
Diagramme complet,Complete diagram
Direction/Service,Management/Service
Déplacer à droite,Move right
Déplacer à gauche,Move left
Détails archivage,Archiving details
En pré-évaluation,In pre-assessment
Fichier uploadé :,File uploaded:
Fichiers associés,Related files
Fichiers attachés,Attached files
Formule de calcul,Calculation formula
Gain d'Efficacité,Efficiency Gain
Gérer les actions,Manage actions
Gérer les clients,Manage customers
Gérer les risques,Manage risks
Gérer permissions,Manage permissions
Hébergement dédié,Dedicated hosting
INTERFACE PREMIUM,PREMIUM INTERFACE
Impact non évalué,Impact not assessed
Imprimer le Guide,Print the Guide
Informations Clés,Key Information
Interface Moderne,Modern Interface
Le plus populaire,Most popular
Limite atteinte !,Limit reached!
Liste des Actions,List of Actions
Liste des Risques,List of Risks
Liste des Veilles,List of Watches
Liste des clients,Customer list
Matrice Classique,Classic Matrix
Matrice classique,Classic matrix
Mes Notifications,My Notifications
Modifier ce champ,Edit this field
Modifier le champ,Edit field
Nom d'utilisateur,User name
Nom de fichier...,File name...
Nom de la copie *,Copy name *
Nom de la formule,Formula name
Nombre de risques,Number of risks
Note importante :,Important note:
Nouveau Processus,New Process
Nouvel indicateur,New indicator
Nouvelle Campagne,New Campaign
Nouvelle question,New question
Ordre d'affichage,Display order
Panel de contrôle,Control panel
Plan d'action lié,Related action plan
Portée de l'audit,Audit scope
Preuves associées,Related evidence
Processus associé,Related process
Programme d'audit,Audit program
Rapport Consolidé,Consolidated Report
Restaurer l'audit,Restore Audit
Restaurés ce mois,Restored this month
Retour au rapport,Back to report
Retour aux Audits,Back to Audits
Retour aux audits,Back to audits
Retour aux listes,Back to lists
Retour à la liste,Back to list
Risque à évaluer:,Risk to assess:
Risques Critiques,Critical Risks
Régénérer le lien,Regenerate link
Réinitialiser vue,Reset view
Rôle par défaut :,Default role:
SATISFACTION-2024,
Score croissant ▲,Increasing score ▲
Score de priorité,Priority Score
Score non calculé,Score not calculated
Sens d'évaluation,Direction of evaluation
Service Juridique,Legal Department
Services actifs :,Active services:
Source de données,Data source
Statut Évaluation,Status Rating
Stockage illimité,Unlimited storage
Stockage sécurisé,Secure storage
Support par email,Email support
Support technique,Technical support
Supprimer le lien,Remove link
Synchronisation :,Synchronization:
Sécurité Maximale,Maximum Security
Sélectionner tous,Select all
Taille maximale :,Maximum size:
Taux d'avancement,Advancement rate
Texte de l'option,Option text
Total indicateurs,Total indicators
Tout sélectionner,Select all
Upload de fichier,File upload
Uploader multiple,Multiple Upload
VUE DE LA MATRICE,MATRIX VIEW
Valeur acceptable,Acceptable value
Veilles Archivées,Archived Watches
Voir dans l'audit,See in the audit
Voir identifiants,See identifiers
Voir les analyses,See the analyzes
Voir les fichiers,View files
Voir les matrices,View matrices
Voir les rapports,View reports
Voir les réponses,See the answers
Voir tous les KRI,See all KRIs
Vos clients créés,Your customers created
Vos risques créés,Your risks created
Vue Lecture Seule,Read Only View
Vérifier filtrage,Check filtering
features activées,features activated
gestion_processus,process_management
points critiques.,critical points.
Échéances proches,Nearing deadlines
Économie annuelle,Annual saving
Évaluations (30j),Evaluations (30 days)
Évaluer ce risque,Assess this risk
Évaluer le risque,Assess the risk
↳ Résultat validé,↳ Result validated
${data.conclusion},
${element.libelle},
&nbsp;&nbsp;&nbsp;,   
-- Sélectionner --,-- Select --
5 - Très probable:,5 - Very likely:
Activités Récentes,Recent Activities
Activités récentes,Recent activities
Ajouter au rapport,Add to report
Ajouter le fichier,Add file
Ajouter un fichier,Add a file
Ajouter une preuve,Add proof
Ajouter une veille,Add a watch
Alertes et Rappels,Alerts and Reminders
Analyse IA avancée,Advanced AI analysis
Analyse Prédictive,Predictive Analysis
Analyse prédictive,Predictive analytics
Analyser avec l'IA,Analyze with AI
Analytique Avancée,Advanced Analytics
Archiver cet audit,Archive this audit
Archiver la veille,Archive the day before
Aucun client actif,No active customers
Aucun risque moyen,No medium risk
Aucun risque élevé,No high risk
Aucun service créé,No services created
Aucune description,No description
Aucune restriction,No restrictions
Audit & Conformité,Audit & Compliance
Audits Disponibles,Audits Available
Autres permissions,Other permissions
Champ personnalisé,Custom field
Checklist Audit RH,HR Audit Checklist
Checklists d'Audit,Audit Checklists
Clients Enterprise,Enterprise customers
Commentaire final:,Final comment:
Conformité fiscale,Tax compliance
Conformité sociale,Social Compliance
Contact commercial,Sales contact
Contrôles associés,Related controls
Créer l'indicateur,Create the indicator
Créer la Direction,Create the Directorate
Dashboard Exécutif,Executive Dashboard
Date application :,Application date:
Date de fin prévue,Expected end date
Date de soumission,Submission date
Date publication :,Publication date:
Dates non définies,Dates not defined
Dernière connexion,Last connection
Description longue,Long description
Diagnostic complet,Complete diagnosis
Direction Générale,General Management
Direction associée,Associate management
Directions actives,Active directions
Démo personnalisée,Personalized demo
Envoyer ma demande,Send my request
Fichier à importer,File to import
Filtrer par statut,Filter by status
Filtres par Client,Filters by Customer
Formation sur site,On-site training
Gestion des Audits,Audit Management
Guide d'Évaluation,Assessment Guide
Gérer les fichiers,Manage files
Gérer les formules,Manage formulas
Gérer super admins,Manage super admins
Impact décroissant,Declining impact
Journal d'Activité,Activity Log
Listes Configurées,Configured Lists
Listes déroulantes,Drop-down lists
Logigrammes actifs,Active flowcharts
Ma vue personnelle,My personal view
Matrice consolidée,Consolidated matrix
"Mode Mes données""""","My data mode"""""
Mode de vue actuel,Current view mode
Mode lecture seule,Read-only mode
Modifier la mesure,Edit measurement
Modifier le Risque,Edit Risk
Modifier le client,Edit customer
Modifier le statut,Change status
Niveau de Maîtrise,Mastery Level
Nom de la copie...,Copy name...
Nombre de risques:,Number of risks:
Nombre de valeurs:,Number of values:
Nouveau Logigramme,New Flowchart
Nouveau logigramme,New flowchart
Nouvel utilisateur,New user
Nouvelle Direction,New Management
Nouvelle catégorie,New category
Options de réponse,Response options
Pertes financières,Financial losses
Planifier un audit,Schedule an audit
Premières étapes :,First steps:
Probabilité Finale,Final Probability
Processus audité :,Audited process:
Processus concerné,Process concerned
Questions totales:,Total questions:
Rapports par Audit,Reports by Audit
Recommandations IA,AI Recommendations
Reporting exécutif,Executive reporting
Retour Super Admin,Back Super Admin
Retour aux veilles,Back to the old days
Retour à l'accueil,Back to home
Risque sélectionné,Selected risk
Risques Identifiés,Identified Risks
Régénérer les clés,Regenerate keys
Réponses complètes,Complete answers
Résilier le client,Terminate the customer
Score de confiance,Trust Score
Score de priorité:,Priority score:
Score préliminaire,Preliminary score
Se souvenir de moi,Remember me
Statut des comptes,Account Status
Statuts des Audits,Audit Statuses
Structure complète,Complete structure
Support 24/7 dédié,Dedicated 24/7 support
Supprimer les lues,Delete reads
Taux de complétion,Completion rate
Taux de conformité,Compliance rate
Total Utilisateurs,Total Users
Toutes les Preuves,All the Evidence
Toutes les actions,All actions
Type d'Association,Type of Association
Utilisateurs total,Total users
Validation requise,Validation required
Voir les résultats,See the results
Votre mot de passe,Your password
"`,
        'it': `","`,
        "
"`,
        'rh': `","`,
        "
listes déroulantes,drop-down lists
non-conformités et,non-conformities and
toutes les données,all data
Éditer Utilisateur,Edit User
• Impact potentiel,• Potential impact
${data.description},
${data.nb_elements},
Accès Démonstration,Demonstration Access
Accès démonstration,Demonstration access
Activées par défaut,Enabled by default
Ajouter des risques,Add risks
Ajouter un document,Add a document
Ajouter un risque :,Add a risk:
Aperçu: ${filename},Preview: ${filename}
Aucun (Super Admin),None (Super Admin)
Aucun client récent,No recent customers
Aucun environnement,No environment
Aucun plan d'action,No action plan
Aucun risque faible,No low risk
Aucune cartographie,No mapping
Aucune constatation,No findings
Aucune notification,No notifications
Audit trail complet,Complete audit trail
Choisir une couleur,Choose a color
Clôtures comptables,Accounting closings
